case,userId,behavior,url,ip,userAgent,createTime,requestTime
case00001,步卓伦,登录邮箱,http://192.168.3.111:6080/login.php,192.168.3.240,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:127.0) Gecko/20100101 Firefox/127.0,2024-06-17 01:56:55.497,2024-06-17 01:57:00.425000
case00001,步卓伦,收件箱,http://192.168.3.111:6080/main.php?psid=2eba4313298e8d64f3ce0d58c671747a&pact=msglist&popt=,192.168.3.240,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:127.0) Gecko/20100101 Firefox/127.0,2024-06-17 01:57:12.624,2024-06-17 01:57:14.460000
case00001,步卓伦,收件箱,http://192.168.3.111:6080/main.php?psid=2eba4313298e8d64f3ce0d58c671747a&pact=msglist&popt=list,192.168.3.240,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:127.0) Gecko/20100101 Firefox/127.0,2024-06-17 01:57:15.205,2024-06-17 01:57:19.493000
case00001,步卓伦,手动查收邮件,http://192.168.3.111:6080/main.php?sessid=2eba4313298e8d64f3ce0d58c671747a&act=msgnum&autocheck=0&retid=0.8536695875508586,192.168.3.240,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:127.0) Gecko/20100101 Firefox/127.0,2024-06-17 01:57:16.217,2024-06-17 01:57:19.516000
case00001,步卓伦,地址薄,http://192.168.3.111:6080/main.php?psid=2eba4313298e8d64f3ce0d58c671747a&pact=addressbook&popt=,192.168.3.240,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:127.0) Gecko/20100101 Firefox/127.0,2024-06-17 01:57:23.239,2024-06-17 01:57:29.531000
case00001,步卓伦,退出登录,http://192.168.3.111:6080/logout.php?sessid=2eba4313298e8d64f3ce0d58c671747a&retid=0.6809113267033201,192.168.3.240,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:127.0) Gecko/20100101 Firefox/127.0,2024-06-17 01:57:28.355,2024-06-17 01:57:34.561000
case00002,步卓伦,登录邮箱,http://192.168.3.111:6080/login.php,192.168.3.240,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:127.0) Gecko/20100101 Firefox/127.0,2024-06-17 01:57:30.960,2024-06-17 01:57:38.064000
case00002,步卓伦,获取用户信息,http://192.168.3.111:6080/main.php?token=140b6ca6bde312b31837a7e8f0a34271&email=bzl@junan.home,192.168.3.240,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:127.0) Gecko/20100101 Firefox/127.0,2024-06-17 01:57:30.976,2024-06-17 01:57:39.358000
case00002,步卓伦,页面查询,http://192.168.3.111:6080/main.php?sessid=5cc888a47e0711a3586ccd2aec93a38b&act=main&retid=1650095747,192.168.3.240,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:127.0) Gecko/20100101 Firefox/127.0,2024-06-17 01:57:31.213,2024-06-17 01:57:39.383000
case00002,步卓伦,手动查收邮件,http://192.168.3.111:6080/main.php?sessid=5cc888a47e0711a3586ccd2aec93a38b&act=msgnum&autocheck=0&retid=0.018524748762104748,192.168.3.240,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:127.0) Gecko/20100101 Firefox/127.0,2024-06-17 01:57:32.213,2024-06-17 01:57:39.393000
case00002,步卓伦,收件箱,http://192.168.3.111:6080/main.php?psid=5cc888a47e0711a3586ccd2aec93a38b&pact=msglist&popt=list,192.168.3.240,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:127.0) Gecko/20100101 Firefox/127.0,2024-06-17 01:57:32.871,2024-06-17 01:57:39.402000
case00002,步卓伦,手动查收邮件,http://192.168.3.111:6080/main.php?sessid=5cc888a47e0711a3586ccd2aec93a38b&act=msgnum&autocheck=0&retid=0.689976798802935,192.168.3.240,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:127.0) Gecko/20100101 Firefox/127.0,2024-06-17 01:57:33.871,2024-06-17 01:57:39.418000
case00002,步卓伦,查看邮件,http://192.168.3.111:6080/main.php?psid=5cc888a47e0711a3586ccd2aec93a38b&pact=readmsg&popt=,192.168.3.240,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:127.0) Gecko/20100101 Firefox/127.0,2024-06-17 01:57:35.123,2024-06-17 01:57:39.425000
case00002,步卓伦,查看邮件,http://192.168.3.111:6080/main.php?sessid=5cc888a47e0711a3586ccd2aec93a38b&act=showbody&folder=INBOX&msgid=1&retid=0.3123103157700903&_=1718589453416,192.168.3.240,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:127.0) Gecko/20100101 Firefox/127.0,2024-06-17 01:57:36.114,2024-06-17 01:57:39.437000
case00002,步卓伦,关闭已读邮件,http://192.168.3.111:6080/main.php?psid=5cc888a47e0711a3586ccd2aec93a38b&pact=readmsg&popt=close,192.168.3.240,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:127.0) Gecko/20100101 Firefox/127.0,2024-06-17 01:57:37.115,2024-06-17 01:57:39.444000
case00002,步卓伦,查看邮件,http://192.168.3.111:6080/main.php?psid=5cc888a47e0711a3586ccd2aec93a38b&pact=readmsg&popt=,192.168.3.240,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:127.0) Gecko/20100101 Firefox/127.0,2024-06-17 01:57:39.789,2024-06-17 01:57:44.463000
case00002,步卓伦,查看邮件,http://192.168.3.111:6080/main.php?sessid=5cc888a47e0711a3586ccd2aec93a38b&act=showbody&folder=INBOX&msgid=1&retid=0.5995891487013754&_=1718589453417,192.168.3.240,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:127.0) Gecko/20100101 Firefox/127.0,2024-06-17 01:57:40.778,2024-06-17 01:57:44.484000
case00002,步卓伦,关闭已读邮件,http://192.168.3.111:6080/main.php?psid=5cc888a47e0711a3586ccd2aec93a38b&pact=readmsg&popt=close,192.168.3.240,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:127.0) Gecko/20100101 Firefox/127.0,2024-06-17 01:57:41.779,2024-06-17 01:57:44.498000
case00002,步卓伦,查看邮件,http://192.168.3.111:6080/main.php?psid=5cc888a47e0711a3586ccd2aec93a38b&pact=readmsg&popt=,192.168.3.240,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:127.0) Gecko/20100101 Firefox/127.0,2024-06-17 01:57:42.656,2024-06-17 01:57:44.518000
case00002,步卓伦,查看邮件,http://192.168.3.111:6080/main.php?sessid=5cc888a47e0711a3586ccd2aec93a38b&act=showbody&folder=INBOX&msgid=1&retid=0.09691382492418954&_=1718589453418,192.168.3.240,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:127.0) Gecko/20100101 Firefox/127.0,2024-06-17 01:57:43.660,2024-06-17 01:57:49.539000
case00002,步卓伦,关闭已读邮件,http://192.168.3.111:6080/main.php?psid=5cc888a47e0711a3586ccd2aec93a38b&pact=readmsg&popt=close,192.168.3.240,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:127.0) Gecko/20100101 Firefox/127.0,2024-06-17 01:57:43.664,2024-06-17 01:57:49.552000
case00002,步卓伦,退出登录,http://192.168.3.111:6080/logout.php?sessid=5cc888a47e0711a3586ccd2aec93a38b&retid=0.8547160456711573,192.168.3.240,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:127.0) Gecko/20100101 Firefox/127.0,2024-06-17 01:57:46.922,2024-06-17 01:57:49.575000
case00003,步卓伦,登录邮箱,http://192.168.3.111:6080/login.php,192.168.3.240,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:127.0) Gecko/20100101 Firefox/127.0,2024-06-17 01:57:48.487,2024-06-17 01:57:53.191000
case00003,步卓伦,获取用户信息,http://192.168.3.111:6080/main.php?token=f1037d76f4527aa29dc599696d013c76&email=bzl@junan.home,192.168.3.240,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:127.0) Gecko/20100101 Firefox/127.0,2024-06-17 01:57:48.505,2024-06-17 01:57:54.483000
case00003,步卓伦,页面查询,http://192.168.3.111:6080/main.php?sessid=611e76e3ebe62a7dc0f821ad8aed45f1&act=main&retid=1746943222,192.168.3.240,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:127.0) Gecko/20100101 Firefox/127.0,2024-06-17 01:57:48.755,2024-06-17 01:57:54.504000
case00003,步卓伦,手动查收邮件,http://192.168.3.111:6080/main.php?sessid=611e76e3ebe62a7dc0f821ad8aed45f1&act=msgnum&autocheck=0&retid=0.6519117722669266,192.168.3.240,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:127.0) Gecko/20100101 Firefox/127.0,2024-06-17 01:57:49.755,2024-06-17 01:57:54.511000
case00003,步卓伦,菜单目录,http://192.168.3.111:6080/main.php?sessid=611e76e3ebe62a7dc0f821ad8aed45f1&act=menufolder&retid=0.6789695956414675&_=1718589470935,192.168.3.240,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:127.0) Gecko/20100101 Firefox/127.0,2024-06-17 01:57:53.820,2024-06-17 01:57:59.524000
case00003,步卓伦,收件箱,http://192.168.3.111:6080/main.php?psid=611e76e3ebe62a7dc0f821ad8aed45f1&pact=msglist&popt=list,192.168.3.240,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:127.0) Gecko/20100101 Firefox/127.0,2024-06-17 01:57:54.105,2024-06-17 01:57:59.537000
case00003,步卓伦,手动查收邮件,http://192.168.3.111:6080/main.php?sessid=611e76e3ebe62a7dc0f821ad8aed45f1&act=msgnum&autocheck=0&retid=0.33326403259748016,192.168.3.240,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:127.0) Gecko/20100101 Firefox/127.0,2024-06-17 01:57:55.106,2024-06-17 01:57:59.554000
case00003,步卓伦,收件箱,http://192.168.3.111:6080/main.php?psid=611e76e3ebe62a7dc0f821ad8aed45f1&pact=msglist&popt=list,192.168.3.240,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:127.0) Gecko/20100101 Firefox/127.0,2024-06-17 01:57:56.982,2024-06-17 01:57:59.562000
case00003,步卓伦,手动查收邮件,http://192.168.3.111:6080/main.php?sessid=611e76e3ebe62a7dc0f821ad8aed45f1&act=msgnum&autocheck=0&retid=0.38211244137937206,192.168.3.240,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:127.0) Gecko/20100101 Firefox/127.0,2024-06-17 01:57:57.970,2024-06-17 01:58:04.583000
case00003,步卓伦,查看邮件,http://192.168.3.111:6080/main.php?psid=611e76e3ebe62a7dc0f821ad8aed45f1&pact=readmsg&popt=,192.168.3.240,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:127.0) Gecko/20100101 Firefox/127.0,2024-06-17 01:57:58.174,2024-06-17 01:58:04.592000
case00003,步卓伦,查看邮件,http://192.168.3.111:6080/main.php?sessid=611e76e3ebe62a7dc0f821ad8aed45f1&act=showbody&folder=INBOX&msgid=1&retid=0.47547244045343084&_=1718589470936,192.168.3.240,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:127.0) Gecko/20100101 Firefox/127.0,2024-06-17 01:57:59.192,2024-06-17 01:58:04.607000
case00003,步卓伦,关闭已读邮件,http://192.168.3.111:6080/main.php?psid=611e76e3ebe62a7dc0f821ad8aed45f1&pact=readmsg&popt=close,192.168.3.240,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:127.0) Gecko/20100101 Firefox/127.0,2024-06-17 01:58:00.149,2024-06-17 01:58:04.614000
case00003,步卓伦,查看邮件,http://192.168.3.111:6080/main.php?psid=611e76e3ebe62a7dc0f821ad8aed45f1&pact=readmsg&popt=,192.168.3.240,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:127.0) Gecko/20100101 Firefox/127.0,2024-06-17 01:58:00.149,2024-06-17 01:58:04.632000
case00003,步卓伦,查看邮件,http://192.168.3.111:6080/main.php?sessid=611e76e3ebe62a7dc0f821ad8aed45f1&act=showbody&folder=INBOX&msgid=1&retid=0.6059924448146393&_=1718589470937,192.168.3.240,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:127.0) Gecko/20100101 Firefox/127.0,2024-06-17 01:58:01.151,2024-06-17 01:58:04.644000
case00003,步卓伦,关闭已读邮件,http://192.168.3.111:6080/main.php?psid=611e76e3ebe62a7dc0f821ad8aed45f1&pact=readmsg&popt=close,192.168.3.240,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:127.0) Gecko/20100101 Firefox/127.0,2024-06-17 01:58:02.137,2024-06-17 01:58:04.650000
case00003,步卓伦,已发送,http://192.168.3.111:6080/main.php?psid=611e76e3ebe62a7dc0f821ad8aed45f1&pact=msglist&popt=list,192.168.3.240,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:127.0) Gecko/20100101 Firefox/127.0,2024-06-17 01:58:02.732,2024-06-17 01:58:04.662000
case00003,步卓伦,手动查收邮件,http://192.168.3.111:6080/main.php?sessid=611e76e3ebe62a7dc0f821ad8aed45f1&act=msgnum&autocheck=0&retid=0.9250453332143723,192.168.3.240,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:127.0) Gecko/20100101 Firefox/127.0,2024-06-17 01:58:03.733,2024-06-17 01:58:09.682000
case00003,步卓伦,查看邮件,http://192.168.3.111:6080/main.php?psid=611e76e3ebe62a7dc0f821ad8aed45f1&pact=readmsg&popt=,192.168.3.240,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:127.0) Gecko/20100101 Firefox/127.0,2024-06-17 01:58:04.001,2024-06-17 01:58:09.694000
case00003,步卓伦,查看邮件,http://192.168.3.111:6080/main.php?psid=611e76e3ebe62a7dc0f821ad8aed45f1&pact=readmsg&popt=,192.168.3.240,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:127.0) Gecko/20100101 Firefox/127.0,2024-06-17 01:58:06.586,2024-06-17 01:58:11.816000
case00003,步卓伦,查看邮件,http://192.168.3.111:6080/main.php?psid=611e76e3ebe62a7dc0f821ad8aed45f1&pact=readmsg&popt=,192.168.3.240,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:127.0) Gecko/20100101 Firefox/127.0,2024-06-17 01:58:08.511,2024-06-17 01:58:14.370000
case00003,步卓伦,退出登录,http://192.168.3.111:6080/logout.php?sessid=611e76e3ebe62a7dc0f821ad8aed45f1&retid=0.32086553097250414,192.168.3.240,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:127.0) Gecko/20100101 Firefox/127.0,2024-06-17 01:58:14.871,2024-06-17 01:58:18.207000
case00004,步卓伦,登录邮箱,http://192.168.3.111:6080/login.php,192.168.3.240,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:127.0) Gecko/20100101 Firefox/127.0,2024-06-17 01:58:16.205,2024-06-17 01:58:21.781000
case00004,步卓伦,获取用户信息,http://192.168.3.111:6080/main.php?token=be45d85e202c09b922921f7209adfd15&email=bzl@junan.home,192.168.3.240,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:127.0) Gecko/20100101 Firefox/127.0,2024-06-17 01:58:16.209,2024-06-17 01:58:22.999000
case00004,步卓伦,页面查询,http://192.168.3.111:6080/main.php?sessid=77b0e12b1e63b91dd8a6c9ad22509981&act=main&retid=944558288,192.168.3.240,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:127.0) Gecko/20100101 Firefox/127.0,2024-06-17 01:58:16.428,2024-06-17 01:58:23.021000
case00004,步卓伦,手动查收邮件,http://192.168.3.111:6080/main.php?sessid=77b0e12b1e63b91dd8a6c9ad22509981&act=msgnum&autocheck=0&retid=0.694376044379844,192.168.3.240,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:127.0) Gecko/20100101 Firefox/127.0,2024-06-17 01:58:17.430,2024-06-17 01:58:23.028000
case00004,步卓伦,打开写邮件,http://192.168.3.111:6080/main.php?psid=77b0e12b1e63b91dd8a6c9ad22509981&pact=newmsg&popt=,192.168.3.240,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:127.0) Gecko/20100101 Firefox/127.0,2024-06-17 01:58:17.712,2024-06-17 01:58:23.033000
case00004,步卓伦,查看地址薄,http://192.168.3.111:6080/contacts.php?sessid=77b0e12b1e63b91dd8a6c9ad22509981&retid=0.20661649041555785,192.168.3.240,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:127.0) Gecko/20100101 Firefox/127.0,2024-06-17 01:58:18.715,2024-06-17 01:58:23.045000
case00004,步卓伦,查看地址薄,http://192.168.3.111:6080/contacts.php?sessid=77b0e12b1e63b91dd8a6c9ad22509981&where=to&type=qa&retid=0.33095502677296484,192.168.3.240,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:127.0) Gecko/20100101 Firefox/127.0,2024-06-17 01:58:27.970,2024-06-17 01:58:34.205000
case00004,步卓伦,获取验证码,http://192.168.3.111:6080/main.php?psid=77b0e12b1e63b91dd8a6c9ad22509981&pact=newmsg&popt=captcha,192.168.3.240,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:127.0) Gecko/20100101 Firefox/127.0,2024-06-17 01:58:42.223,2024-06-17 01:58:44.228000
case00004,步卓伦,发邮件,http://192.168.3.111:6080/main.php?psid=77b0e12b1e63b91dd8a6c9ad22509981&pact=newmsg&popt=send,192.168.3.240,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:127.0) Gecko/20100101 Firefox/127.0,2024-06-17 01:58:42.238,2024-06-17 01:58:44.245000
case00004,步卓伦,收件箱,http://192.168.3.111:6080/main.php?psid=77b0e12b1e63b91dd8a6c9ad22509981&pact=msglist&popt=,192.168.3.240,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:127.0) Gecko/20100101 Firefox/127.0,2024-06-17 01:58:44.881,2024-06-17 01:58:49.263000
case00004,步卓伦,手动查收邮件,http://192.168.3.111:6080/main.php?sessid=77b0e12b1e63b91dd8a6c9ad22509981&act=msgnum&autocheck=0&retid=0.8922738671503276,192.168.3.240,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:127.0) Gecko/20100101 Firefox/127.0,2024-06-17 01:58:45.477,2024-06-17 01:58:49.288000
case00004,步卓伦,查看邮件,http://192.168.3.111:6080/main.php?psid=77b0e12b1e63b91dd8a6c9ad22509981&pact=readmsg&popt=,192.168.3.240,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:127.0) Gecko/20100101 Firefox/127.0,2024-06-17 01:58:47.565,2024-06-17 01:58:49.296000
case00004,步卓伦,查看邮件,http://192.168.3.111:6080/main.php?sessid=77b0e12b1e63b91dd8a6c9ad22509981&act=showbody&folder=INBOX&msgid=1&retid=0.6162550334288133&_=1718589498640,192.168.3.240,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:127.0) Gecko/20100101 Firefox/127.0,2024-06-17 01:58:47.630,2024-06-17 01:58:49.310000
case00004,步卓伦,关闭已读邮件,http://192.168.3.111:6080/main.php?psid=77b0e12b1e63b91dd8a6c9ad22509981&pact=readmsg&popt=close,192.168.3.240,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:127.0) Gecko/20100101 Firefox/127.0,2024-06-17 01:58:49.650,2024-06-17 01:58:54.323000
case00004,步卓伦,地址薄,http://192.168.3.111:6080/main.php?psid=77b0e12b1e63b91dd8a6c9ad22509981&pact=addressbook&popt=,192.168.3.240,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:127.0) Gecko/20100101 Firefox/127.0,2024-06-17 01:58:51.782,2024-06-17 01:58:54.347000
case00004,步卓伦,配置箱,http://192.168.3.111:6080/main.php?psid=77b0e12b1e63b91dd8a6c9ad22509981&pact=options&popt=,192.168.3.240,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:127.0) Gecko/20100101 Firefox/127.0,2024-06-17 01:58:54.913,2024-06-17 01:58:59.364000
case00004,步卓伦,查看发件人管理,http://192.168.3.111:6080/main.php?psid=77b0e12b1e63b91dd8a6c9ad22509981&pact=fromsetup&popt=,192.168.3.240,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:127.0) Gecko/20100101 Firefox/127.0,2024-06-17 01:58:59.287,2024-06-17 01:59:04.392000
case00004,步卓伦,查看其它邮箱,http://192.168.3.111:6080/main.php?psid=77b0e12b1e63b91dd8a6c9ad22509981&pact=externalpop3&popt=,192.168.3.240,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:127.0) Gecko/20100101 Firefox/127.0,2024-06-17 01:59:01.806,2024-06-17 01:59:04.415000
case00004,步卓伦,查看邮件过滤规则,http://192.168.3.111:6080/main.php?psid=77b0e12b1e63b91dd8a6c9ad22509981&pact=mailfilter&popt=,192.168.3.240,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:127.0) Gecko/20100101 Firefox/127.0,2024-06-17 01:59:03.260,2024-06-17 01:59:09.433000
case00004,步卓伦,查看反垃圾,http://192.168.3.111:6080/main.php?psid=77b0e12b1e63b91dd8a6c9ad22509981&pact=antispam&popt=,192.168.3.240,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:127.0) Gecko/20100101 Firefox/127.0,2024-06-17 01:59:04.450,2024-06-17 01:59:09.455000
case00004,步卓伦,查看自动回复,http://192.168.3.111:6080/main.php?psid=77b0e12b1e63b91dd8a6c9ad22509981&pact=autoreply&popt=,192.168.3.240,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:127.0) Gecko/20100101 Firefox/127.0,2024-06-17 01:59:06.388,2024-06-17 01:59:09.468000
case00004,步卓伦,查看证书管理,http://192.168.3.111:6080/main.php?psid=77b0e12b1e63b91dd8a6c9ad22509981&pact=emailca&popt=,192.168.3.240,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:127.0) Gecko/20100101 Firefox/127.0,2024-06-17 01:59:07.404,2024-06-17 01:59:09.480000
case00004,步卓伦,打开更改密码,http://192.168.3.111:6080/main.php?psid=77b0e12b1e63b91dd8a6c9ad22509981&pact=chgpassword&popt=,192.168.3.240,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:127.0) Gecko/20100101 Firefox/127.0,2024-06-17 01:59:08.656,2024-06-17 01:59:14.496000
case00004,步卓伦,退出登录,http://192.168.3.111:6080/logout.php?sessid=77b0e12b1e63b91dd8a6c9ad22509981&retid=0.5559035699256957,192.168.3.240,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:127.0) Gecko/20100101 Firefox/127.0,2024-06-17 01:59:13.176,2024-06-17 01:59:19.528000
case00005,步卓伦,登录邮箱,http://192.168.3.111:6080/login.php,192.168.3.240,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:127.0) Gecko/20100101 Firefox/127.0,2024-06-17 01:59:14.523,2024-06-17 01:59:23.215000
case00005,步卓伦,获取用户信息,http://192.168.3.111:6080/main.php?token=2f2dbd2d8f1e789d1ef48b223d77cd36&email=bzl@junan.home,192.168.3.240,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:127.0) Gecko/20100101 Firefox/127.0,2024-06-17 01:59:14.603,2024-06-17 01:59:24.531000
case00005,步卓伦,页面查询,http://192.168.3.111:6080/main.php?sessid=06c580498a8dbdb795deefd71cd6b67c&act=main&retid=709687897,192.168.3.240,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:127.0) Gecko/20100101 Firefox/127.0,2024-06-17 01:59:14.870,2024-06-17 01:59:24.559000
